3.0,0.04,0.04,3.0,3.0,3.0,3.0,3.0,0.02,0.1
-3.0,-0.01,-0.01,-3.0,-3.0,-3.0,-3.0,-3.0,-0.06,0.05
55.0,40.0,57.0,26.0,36.0,46.0,14.0,69.0,60.0,38.0
45.0,29.0,46.0,22.0,32.0,42.0,9.0,62.0,50.0,32.0
